lo,hi,n,mean,std,sharpe,win_rate
0.54,0.66,378,0.028005384061689235,0.8319593874932651,0.033661960526788264,0.6111111111111112
0.52,0.56,328,0.028984796866450252,0.931177508449112,0.031127037115323802,0.5548780487804879
0.52,0.64,547,0.024761644261820277,0.8856678077330311,0.027958162242794578,0.5795246800731262
0.54,0.68,426,0.022727863125400254,0.8183798097413973,0.02777177889149307,0.6173708920187794
0.54,0.98,783,0.017709945644607282,0.6811313356183745,0.026000779465723836,0.7177522349936143
0.54,1.0,828,0.01680474622170231,0.6623759550213614,0.02537040497063388,0.7077294685990339
0.54,0.96,740,0.01766955002748507,0.7006402737191005,0.025219146957814065,0.7013513513513514
0.68,0.98,357,0.011722178566686257,0.4672160357895641,0.0250894183177522,0.8375350140056023
0.54,0.94,722,0.01709066633394744,0.7093098027893704,0.024094783783810914,0.6939058171745153
0.68,1.0,402,0.010528010398380607,0.4403072372837488,0.023910600387419937,0.8034825870646766
0.7,0.72,41,0.014642285486603247,0.6205166920384628,0.02359692442519442,0.7317073170731707
0.82,0.9,64,0.008882845371787837,0.3862180138320362,0.022999562562224067,0.875
0.54,0.92,706,0.01601838305193589,0.7172654523397172,0.022332572968186304,0.6869688385269122
0.68,0.96,314,0.010806997862797596,0.4981697419638414,0.021693404782464686,0.8152866242038217
0.54,0.82,630,0.015349560268005514,0.7491803611749279,0.020488471219310977,0.6619047619047619
0.54,0.9,694,0.014753206156538756,0.7233744698336411,0.020394977666175644,0.6815561959654178
0.54,0.86,667,0.013725125719165636,0.735421353495855,0.01866294152858453,0.671664167916042
0.54,0.88,682,0.013082417572137475,0.7295994708335157,0.017930958142269127,0.6759530791788856
0.68,0.94,296,0.008977673654356571,0.5130338922558282,0.017499182392963206,0.8040540540540541
0.54,0.84,653,0.01231420181006485,0.7418800673769905,0.016598642222055173,0.666156202143951
0.66,0.98,405,0.008100869788664129,0.5007459848752063,0.0161776030828944,0.817283950617284
0.54,0.8,614,0.011890674162155465,0.7570299453298706,0.015707006354912664,0.6547231270358306
0.66,1.0,450,0.007396210436113291,0.4750576908742956,0.015569078404985537,0.7888888888888889
0.52,0.98,999,0.010804260342875256,0.7478432820149902,0.014447225244524813,0.6756756756756757
0.52,0.66,594,0.01264748117529192,0.8772786373291369,0.014416720796709479,0.5791245791245792
0.52,1.0,1044,0.010384002408404593,0.7315521422014012,0.01419448021457069,0.6695402298850575
0.54,0.78,590,0.010841223231959303,0.7664507724611908,0.014144709120908674,0.6474576271186441
0.52,0.96,956,0.010462380400778069,0.7644742901789103,0.013685719108133189,0.6610878661087866
0.66,0.96,362,0.006876883549780175,0.5296354196889542,0.012984183636771972,0.7955801104972375
0.52,0.94,938,0.009878496520165175,0.7717622240894874,0.01279992232299225,0.6545842217484008
0.52,0.68,642,0.010293829181036412,0.8653776772699979,0.01189518686628282,0.5856697819314641
0.52,0.92,922,0.008932263641509352,0.7783956592424012,0.011475222832309943,0.648590021691974
0.68,0.92,280,0.005810388368736562,0.5273101758865415,0.01101891947935166,0.7928571428571428
0.54,0.76,566,0.008349438382897754,0.776090266867601,0.010758334100229281,0.6395759717314488
0.52,0.9,910,0.007873949137849206,0.783455888197106,0.010050277566958863,0.643956043956044
0.52,0.82,846,0.007797626018496867,0.8055762062892374,0.009679563469749719,0.6264775413711584
0.66,0.94,344,0.005097168365673032,0.5432548456404122,0.009382646849038724,0.7848837209302325
0.52,0.86,883,0.0068870073584239595,0.7936208670671385,0.008677956495618876,0.6353340883352209
0.52,0.88,898,0.006513115174835896,0.7885837184369813,0.008259256465179459,0.6391982182628062
0.54,0.74,528,0.00610238676939093,0.7902174122615627,0.007722414964163095,0.6287878787878788
0.58,0.64,158,0.0060735695804613596,0.7957837709582205,0.007632185779747736,0.620253164556962
0.52,0.84,869,0.005716619591228114,0.799013417770048,0.00715459773777332,0.6306098964326813
0.52,0.8,830,0.005093304311287139,0.8120045134506664,0.006272507389943941,0.6204819277108434
0.52,0.78,806,0.004122692741514721,0.8200085095406915,0.005027621900928749,0.6141439205955335
0.66,0.92,328,0.002204095302890891,0.5561836236336732,0.003962891407141833,0.774390243902439
0.68,0.9,268,0.0020770723179753584,0.5386829893989139,0.0038558342454679084,0.7835820895522388
0.52,0.76,782,0.0021129805211317115,0.8281054701310409,0.0025515838227675876,0.6074168797953964
0.52,0.74,744,0.00019976996914418803,0.8400606665280653,0.00023780421712854232,0.5981182795698925
0.54,0.72,500,0.00016035684782140792,0.8021282347808343,0.00019991422925689963,0.618
0.68,0.82,204,-5.807216949522774e-05,0.5782735301709433,-0.00010042335757277535,0.7549019607843137
0.54,0.7,459,-0.0011332359064052811,0.8163749059840562,-0.0013881317248957837,0.6078431372549019
0.66,0.9,316,-0.0010990826034197195,0.5663811711882855,-0.0019405352072594676,0.7658227848101266
0.52,0.54,241,-0.0022641227361716054,0.9470348620096191,-0.0023907490917146495,0.5311203319502075
0.56,0.6,132,-0.002505338804273666,0.8519899543505309,-0.002940573173991796,0.5833333333333334
0.68,0.86,241,-0.0021884267084523864,0.5591048701791165,-0.003914161412600995,0.7676348547717843
0.56,0.64,238,-0.003641511240612195,0.8218560874418062,-0.004430838070381808,0.6008403361344538
0.58,1.0,655,-0.0026627433635548407,0.5919051705978794,-0.004498597910312596,0.732824427480916
0.58,0.98,610,-0.0029369497294597217,0.6133463200981889,-0.004788403603676229,0.7475409836065574
0.52,0.72,716,-0.004180520856542494,0.8497524709691969,-0.004919692497951013,0.5893854748603352
0.68,0.88,256,-0.00296820666883885,0.5506456503454455,-0.005390411541391013,0.7734375
0.66,0.82,252,-0.0036341754225200336,0.6036081205829007,-0.006020753032630728,0.7380952380952381
0.52,0.7,675,-0.005323832056644675,0.8617008705109241,-0.006178283252154591,0.5807407407407408
0.6,0.64,106,-0.00505636748209039,0.7827083899940595,-0.0064600910718853625,0.6226415094339622
0.58,0.96,567,-0.0045554845755890324,0.636147744172152,-0.007161048069921699,0.7283950617283951
0.56,1.0,735,-0.004857687853206831,0.628316564823845,-0.007731274528101505,0.7142857142857143
0.56,0.98,690,-0.0052432507303609155,0.6484779550742444,-0.008085472589057579,0.7260869565217392
0.66,0.86,289,-0.004952859240951725,0.5850806352712693,-0.008465259217911665,0.7508650519031141
0.58,0.94,549,-0.006045474829850419,0.6464371376483796,-0.00935199182992913,0.7194899817850637
0.6,1.0,603,-0.005372629933570311,0.5677142713980934,-0.009463616125659994,0.7429519071310116
0.66,0.88,304,-0.00547311312868674,0.5770134045800109,-0.009485244337903102,0.756578947368421
0.6,0.98,558,-0.0058909288204030625,0.590156762081455,-0.009981972924661636,0.7598566308243727
0.56,0.96,647,-0.0068149357393162,0.6696493678264785,-0.01017687175817973,0.7078825347758887
0.64,1.0,497,-0.0054400822874070675,0.5102718434935977,-0.010661145341983432,0.7686116700201208
0.64,0.98,452,-0.0060866445324852265,0.5350624479230195,-0.011375577852850784,0.7920353982300885
0.56,0.94,629,-0.00818007845877024,0.6791132109436662,-0.01204523535538877,0.699523052464229
0.58,0.92,533,-0.00816031583495533,0.6559500943884891,-0.012440452261178197,0.7110694183864915
0.68,0.84,227,-0.007228616341181321,0.5707927804121818,-0.012664169185814474,0.7577092511013216
0.6,0.96,515,-0.00791953145858923,0.6142549991377877,-0.012892905177337833,0.7398058252427184
0.56,0.92,613,-0.01007463623003228,0.6878155774087796,-0.014647292909513105,0.6916802610114192
0.64,0.96,409,-0.008661573956165953,0.5624216521574417,-0.015400498759143207,0.7701711491442543
0.6,0.94,497,-0.00968725277344537,0.6252066887559234,-0.01549448038171455,0.7303822937625755
0.66,0.84,275,-0.00925404143034976,0.5955775109192768,-0.01553792959050133,0.7418181818181818
0.58,0.9,521,-0.010402498468445357,0.6632922474277009,-0.015683129885487215,0.7044145873320538
0.56,0.9,601,-0.012056581316204048,0.6945033508462409,-0.01736000452915497,0.6855241264559068
0.58,0.82,457,-0.013103290603620242,0.6932682502704007,-0.01890075104190833,0.6805251641137856
0.64,0.94,391,-0.010942684591562071,0.5751173020862977,-0.01902687426002721,0.7595907928388747
0.6,0.92,481,-0.0121518654612176,0.6353705155071779,-0.01912563640369352,0.7214137214137214
0.58,0.86,494,-0.013165522105292411,0.6775107043819258,-0.019432197927120504,0.6923076923076923
0.58,0.88,509,-0.013234220020629016,0.6708051243709248,-0.01972885945532982,0.6974459724950884
0.56,0.82,537,-0.014552155446616491,0.722484531090549,-0.02014182286318414,0.6629422718808193
0.56,0.86,574,-0.014512319841451312,0.7076213519770824,-0.020508595170148736,0.6742160278745645
0.56,0.88,589,-0.014537388216432547,0.7013219564672253,-0.020728551391235275,0.6791171477079796
0.68,0.8,188,-0.012665934871580048,0.5943212406061351,-0.021311597173714236,0.7393617021276596
0.66,0.8,236,-0.013920174744724886,0.6175039018664744,-0.02254265066609232,0.7245762711864406
0.6,0.9,469,-0.01474477750293071,0.6432373777132854,-0.02292276228621621,0.7142857142857143
0.58,0.84,480,-0.015869277068178294,0.6851902471224063,-0.023160395430064134,0.6854166666666667
0.56,0.84,560,-0.016863494038757476,0.7146572885880362,-0.02359661659937037,0.6678571428571428
0.64,0.92,375,-0.014157526223317552,0.587041726471998,-0.02411672899029072,0.7493333333333333
0.56,0.58,80,-0.022828795862232527,0.8707409010629321,-0.026217668004758853,0.5625
0.56,0.8,521,-0.019546749535725667,0.7310464292612345,-0.0267380411877243,0.654510556621881
0.66,0.68,48,-0.01883261424787548,0.7009372236782051,-0.02686776163641352,0.6666666666666666
0.58,0.8,441,-0.01895136698216434,0.7027339741889931,-0.026968052888058553,0.671201814058957
0.6,0.82,405,-0.018478525315231923,0.6748806649742558,-0.02738043371851053,0.6888888888888889
0.6,0.86,442,-0.018098115083323364,0.6583540380984652,-0.027489943155200276,0.7013574660633484
0.6,0.88,457,-0.0180127285280408,0.6513064078156314,-0.02765630479278158,0.7067833698030634
0.56,0.68,333,-0.023431413670438512,0.7979301050016926,-0.02936524580732395,0.6066066066066066
0.64,0.9,363,-0.017573899988355172,0.596359215451665,-0.029468648312989034,0.7410468319559229
0.56,0.66,285,-0.024205948310028074,0.8131256068256267,-0.02976901490598241,0.5964912280701754
0.56,0.78,497,-0.022310681563019196,0.7412607277423352,-0.030098291637506616,0.6458752515090543
0.58,0.68,253,-0.02362196475603723,0.7734818640635739,-0.030539778440229464,0.6205533596837944
0.58,0.78,417,-0.022211283136311596,0.7137399856865436,-0.031119572367725275,0.6618705035971223
0.66,0.78,212,-0.01976279937954029,0.6318905219249464,-0.031275669904552925,0.7122641509433962
0.58,0.66,205,-0.024743373655509264,0.7895011968961082,-0.03134051443213364,0.6097560975609756
0.82,0.86,37,-0.01393416524756752,0.4384398931394014,-0.03178124405558408,0.8378378378378378
0.6,0.84,428,-0.021291710139112293,0.6665557808414384,-0.03194287822728704,0.6939252336448598
0.68,0.78,164,-0.020035048686369,0.6102052665378697,-0.03283329362272165,0.725609756097561
0.82,0.88,52,-0.014384888166263803,0.4250737548751844,-0.03384092290169192,0.8461538461538461
0.56,0.76,473,-0.02697452075889301,0.7517083823786641,-0.03588428889609604,0.6363636363636364
0.62,1.0,544,-0.019600269823260418,0.5419793041837885,-0.03616424035374946,0.7481617647058824
0.64,0.88,351,-0.02192547573849876,0.6059938325996517,-0.0361810212563397,0.7321937321937322
0.64,0.86,336,-0.02221247593371232,0.613861032759557,-0.03618486065788887,0.7261904761904762
0.64,0.82,299,-0.023236882272800484,0.6321857319867815,-0.03675641682037574,0.7123745819397993
0.6,0.8,389,-0.025329439038429172,0.685076013038741,-0.036973180430120815,0.6786632390745502
0.62,0.98,499,-0.021462904239871093,0.5658500074078386,-0.03793037723582041,0.7675350701402806
0.58,0.76,393,-0.027818434223862074,0.7250851412414142,-0.03836574857434575,0.6513994910941476
0.6,0.78,365,-0.02947316168399018,0.6967591519191205,-0.042300358169405736,0.6684931506849315
0.62,0.96,456,-0.025222389550623295,0.5917874491201138,-0.0426206902294475,0.7456140350877193
0.64,0.84,322,-0.02663626393303876,0.6235113298909662,-0.042719775337036234,0.717391304347826
0.56,0.74,435,-0.03278774765388073,0.7670333852706694,-0.04274618065328493,0.6229885057471264
0.62,0.94,438,-0.02793930493678795,0.6036687434373996,-0.046282510467075814,0.7351598173515982
0.58,0.74,355,-0.03503201848016766,0.7416447144832504,-0.04723558032039186,0.6366197183098592
0.66,0.76,188,-0.031171558779778702,0.6475654269856506,-0.04813653953837383,0.6968085106382979
0.6,0.68,201,-0.03717391059747216,0.7600266924658061,-0.04891132241272517,0.6218905472636815
0.5,1.0,1700,-0.04252452160350519,0.838967221314945,-0.05068674975984747,0.5841176470588235
0.64,0.8,283,-0.03292288633514971,0.6445479866956088,-0.05107903059931164,0.6996466431095406
0.62,0.92,422,-0.031440517110797234,0.6147320665080307,-0.051145074128626906,0.7251184834123223
0.5,0.98,1655,-0.04370944359987965,0.8502648812639466,-0.05140685516130471,0.5854984894259819
0.6,0.76,341,-0.036446462160681155,0.7088656871709923,-0.05141518741883969,0.656891495601173
0.5,0.96,1612,-0.04536634589155668,0.8614688393883628,-0.05266162142761482,0.5744416873449132
0.5,0.94,1594,-0.046340373591228536,0.8662698752894747,-0.05349415339618422,0.5696361355081556
0.5,0.92,1578,-0.047463268797757655,0.8705781494697983,-0.05451925117424996,0.5652724968314322
0.56,0.72,407,-0.042763027075591695,0.7800182175129672,-0.054823113249763036,0.6093366093366094
0.6,0.66,153,-0.0429280427855809,0.7775506979438744,-0.05520931676750877,0.6078431372549019
0.5,0.9,1566,-0.04851040327259924,0.8738246639404136,-0.05551503096038404,0.561941251596424
0.62,0.9,410,-0.0349711014214275,0.6233108332007197,-0.05610539647105098,0.7170731707317073
0.5,0.62,1156,-0.05331240479420861,0.946837921031449,-0.05630573470920146,0.5069204152249135
0.68,0.76,140,-0.03540205404785981,0.6281677863537086,-0.05635764013521958,0.7071428571428572
0.5,0.88,1554,-0.04973218006005828,0.8770807465476606,-0.056701940221368013,0.5585585585585585
0.5,0.86,1539,-0.05006585948203045,0.8804960408128343,-0.056860970590863646,0.5555555555555556
0.5,0.82,1502,-0.05095592119086874,0.8885960396319662,-0.05734430373105577,0.5486018641810919
0.5,0.84,1525,-0.05125563463315146,0.8839660828829546,-0.057983711847842685,0.5521311475409836
0.5,0.8,1486,-0.053099019287997894,0.892586180131462,-0.05948895520674245,0.544414535666218
0.64,0.78,259,-0.03946613537279858,0.6580938446359563,-0.05997037610134527,0.6872586872586872
0.5,0.78,1462,-0.054589394590063164,0.8978010936475386,-0.06080343962188804,0.539671682626539
0.5,0.64,1203,-0.05784535812894223,0.9414261887333475,-0.06144439024664368,0.5078969243557773
0.56,0.7,366,-0.04919367684348786,0.7956394853397342,-0.061829104449840626,0.5956284153005464
0.62,0.88,398,-0.03933333635986284,0.6321224204420363,-0.06222423867256198,0.7085427135678392
0.5,0.76,1438,-0.05666219365285688,0.902965199044461,-0.062751248567296,0.5347705146036161
0.62,0.86,383,-0.040266887208197634,0.6397213950879012,-0.06294441223536809,0.7023498694516971
0.58,0.72,327,-0.04763990321341658,0.7560876731593449,-0.06300843791613636,0.6207951070336392
0.6,0.74,303,-0.045980084182422436,0.7265296689404264,-0.06328727669095739,0.6402640264026402
0.5,0.68,1298,-0.058955274966184766,0.9277249842065751,-0.06354822384847758,0.5161787365177196
0.5,0.66,1250,-0.06049598513776784,0.9353036428270016,-0.06468058325413523,0.5104
0.5,0.74,1400,-0.0592742545594928,0.9106282333139579,-0.06509160642184567,0.5278571428571428
0.62,0.82,346,-0.04308281412306271,0.6575470128461656,-0.06552050770724438,0.6878612716763006
0.5,0.6,1097,-0.06294620863811844,0.9552120637662532,-0.06589762737075502,0.4968094804010939
0.5,0.72,1372,-0.06277393452887582,0.9164963109889707,-0.06849338483549146,0.521865889212828
0.62,0.84,369,-0.044812202909080834,0.6486433117288889,-0.06908604790765319,0.6937669376693767
0.5,0.58,1045,-0.06750965533285207,0.9611589373098653,-0.07023776475699338,0.4909090909090909
0.5,0.7,1331,-0.0651586565579026,0.9240068385109558,-0.07051750467876004,0.5154019534184824
0.58,0.7,286,-0.056568468726356486,0.7731669073004295,-0.07316462744618696,0.6048951048951049
0.66,0.74,150,-0.0490931664072008,0.6704861256813288,-0.07322025695507678,0.6733333333333333
0.64,0.76,235,-0.05060539848379018,0.6724318752353788,-0.07525728679366397,0.6723404255319149
0.5,0.56,984,-0.0748227356383511,0.9669280014019445,-0.07738191005934873,0.483739837398374
0.62,0.8,330,-0.0523515233935143,0.6686816220994725,-0.07829065681384396,0.6757575757575758
0.6,0.72,275,-0.06208671744582437,0.7422243767632476,-0.08364952619392155,0.6218181818181818
0.62,0.78,306,-0.05941357826329145,0.6813938334939769,-0.08719418248714843,0.6633986928104575
0.5,0.54,897,-0.09328677683361264,0.9729679031503602,-0.09587857577990044,0.47045707915273133
0.68,0.74,102,-0.06333342624688329,0.6551835949625229,-0.09666515879492682,0.6764705882352942
0.64,0.74,197,-0.06799995205163661,0.6934247504752041,-0.09806392403074196,0.649746192893401
0.6,0.7,234,-0.07553068804509586,0.7607529116272154,-0.09928412614752824,0.6025641025641025
0.64,0.68,95,-0.0730103271262139,0.7322307070848337,-0.09970945826197805,0.6210526315789474
0.62,0.76,282,-0.07039395223653562,0.6945717864277109,-0.1013487066593685,0.648936170212766
0.62,0.74,244,-0.08751973951305232,0.7138821631480654,-0.12259689908360963,0.6270491803278688
0.66,0.72,122,-0.08611357992957233,0.694643290792049,-0.12396805824091896,0.639344262295082
0.5,0.52,761,-0.12224538644742054,0.9775646761257806,-0.12505094489696103,0.4520367936925099
